classification,Unnamed: 0,marketvalue,marketvaluepreviousyear,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,fullbaths,halfbaths,fireplaces,age,buildingsqft,assessmentpass,class,tax_year,nbhd,hd_sf,town_code,type_resd,apts,ext_wall,roof_cnst,rooms,beds,bsmt,bsmt_fin,heat,oheat,air,frpl,attic_type,attic_fnsh,hbath,tp_plan,tp_dsgn,cnst_qlty,renovation,site,gar1_size,gar1_cnst,gar1_att,gar1_area,gar2_size,gar2_cnst,gar2_att,gar2_area,porch,ot_impr,bldg_sf,repair_cnd,multi_code,ncu,pri_est_land,pri_est_bldg,doc_no,most_recent_sale_price,centroid_x,centroid_y,tractce,total_bldg_sf,multi_ind,fbath,age2,use_1,n_units,per_ass,condo_class_factor,multi_family_ind,large_lot,o_hare_noise,floodplain,near_major_road,total_units,condo_strata,age_squared,age_decade,age_decade_squared,lot_size_squared,improvement_size_squared,location_factor,garage_indicator,residential_share_of_building,pure_market_sale,pure_market_filter,neigborhood_code_mapping_,square_root_of_lot_size,square_root_of_age,square_root_of_improvement_size,town_and_neighborhood,multiplier,eavpreviousyear,combinedassessedvalueprevyear,homeownerexemption,estimatedtaxpreviousyear,estimatednewtax,assessmentpersqft
295,0,177883890.0,170372840.0,665971.0,18587,12475026,891774.0,16896615.0,17788389.0,1004.0,357.0,220.0,11482.0,910143.0,933240.0,135700.0,928740.0,18547.0,663551.0,12420.0,1314.0,0.0,1072.0,774.0,2965.0,1277.0,885.0,1328.0,501.0,2300.0,438.0,678.0,1347.0,27.0,355.0,880.0,637.0,908.0,0.0,920.0,949.0,816.0,424.0,456.0,3220.0,0.0,0.0,0.0,1320.0,313.0,903623.0,908.0,924.0,0.0,8008390.0,160860130.0,49757062170.0,9328003.0,-40034.53995801861,19099.071125866154,370572148.0,37477.0,5.0,1002.0,10072.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,460.0,0.0,301862.0,1007.2000000000019,3018.620000000008,1618379241.0,1845301939.0,388.74323878556265,394.0,0.0,23.0,23.0,18547.0,16765.213386826614,2049.1454848903586,20282.66403542008,1333447.0,46.20000000000039,49593829.9956,17037284.0,462,5705380.073241822,4550961.378619649,8565.328190406248
297,0,16723220.0,5100010.0,43131.0,150,108018,133184.0,1539138.0,1672322.0,0.0,0.0,0.0,-4.0,0.0,8077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1484561.9109,510001.0,0,188331.52401677397,469758.3435957,inf
299,0,849705020.0,710069800.0,129125730.0,260430,152557037,4256063.0,80714439.0,84970502.0,0.0,0.0,0.0,372810.0,0.0,11412891.0,1684566.0,11375046.0,259830.0,130371264.0,152118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16902.0,0.0,0.0,0.0,0.0,0.0,38513350.0,654301840.0,700417207215.0,53554578.0,-492085.5856856528,234765.94721847092,4554632117.0,0.0,0.0,0.0,355451.0,5634.0,226772.0,290.999999999999,1684566.0,0.0,0.0,0.0,0.0,1745.0,227978.0,36389.0,27412105.0,35545.09999999907,274121.0500000038,4523331668630.0,0.0,4747.2285739121835,0.0,5581.246811799959,299.0,299.0,259830.0,810319.6672191215,43040.05804492043,0.0,16152030.0,565.0000000000599,206694218.0820009,71006980.0,0,26221228.50588249,23868371.207228716,inf
301,0,63300.0,36810.0,2500.0,70,27001,6250.0,80.0,6330.0,0.0,0.0,0.0,-1.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10715.0229,3681.0,0,1359.307805094,1778.1087105,inf
314,0,40339440.0,20444940.0,319326.0,1917,1026046,704753.0,3329191.0,4033944.0,0.0,0.0,0.0,-38.0,0.0,76760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.800000000000002,5951317.584600001,2044494.0,0,754984.1487823562,1133142.3323964,inf
315,0,384230450.0,178529270.0,1979652.0,9338,4239179,4170083.0,34252962.0,38423045.0,0.0,0.0,0.0,-157.0,0.0,317140.0,422.0,4038.0,180.0,17130.0,54.0,6.0,12.0,4.0,4.0,60.0,24.0,2.0,6.0,4.0,10.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,14800.0,4.0,5.0,0.0,145600.0,321500.0,0.0,0.0,-175.5564559252838,83.76346036184641,1625200.0,29600.0,2.0,12.0,213.0,4.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,2.0,2.0,0.0,23229.0,21.3,232.29,146718450.0,109520000.0,1.449374807023218,0.0,0.0,0.0,0.0,180.0,185.09457042279757,20.57736948691454,172.04650534085258,5580.0,15.69999999999996,51968085.204300016,17852927.0,0,6592671.289017494,10793104.423133247,inf
318,0,141679670.0,61781750.0,536140.0,2583,1512155,1298610.0,12869357.0,14167967.0,0.0,0.0,0.0,-56.0,0.0,113120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.599999999999996,17984049.6075,6178175.0,0,2281456.5332074496,3979808.1410389496,inf
390,0,2389980.0,1485210.0,92234.0,711,405029,220063.0,18935.0,238998.0,0.0,0.0,0.0,-15.0,0.0,30300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5000000000000002,432329.7788999999,148521.0,0,54845.355751254,67134.9803463,inf
391,0,293464000.0,70288300.0,453802.0,720,621059,1245658.0,28100742.0,29346400.0,0.0,0.0,0.0,-23.0,0.0,46445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000000000000007,20460221.246999998,7028830.0,0,2595583.6673944197,8243458.05084,inf
397,0,43222840.0,17905800.0,169624.0,100,108018,195622.0,4126662.0,4322284.0,0.0,0.0,0.0,-4.0,0.0,8080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5212199.322,1790580.0,0,661219.60598892,1214137.5718254,inf
399,0,9803970.0,5348570.0,762421.0,4520,1917167,101274.0,879123.0,980397.0,0.0,0.0,0.0,-71.0,0.0,143407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.099999999999991,1556915.2413,534857.0,0,197510.26751131797,275395.33103445,inf
490,0,396375.0,237825.0,15100.0,60,81015,75500.0,3775.0,79275.0,0.0,0.0,0.0,-3.0,0.0,6060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,138456.9585,47565.0,0,17564.649755309998,22268.494158749996,inf
501,0,311476.0,202780.0,10352.0,120,54010,64699.0,13170.0,77869.0,0.0,0.0,0.0,-2.0,0.0,4040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,147568.07549999998,50695.0,0,18720.48605793,21873.54615765,inf
516,0,5580920.0,3069172.0,20470.0,110,54005,127937.0,1267293.0,1395230.0,0.0,0.0,0.0,-2.0,0.0,4040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2233513.1936999997,767293.0,0,283343.483752782,391922.6881755,inf
517,0,105192456.0,70310000.0,1472206.0,10437,6453683,9090784.0,17207330.0,26298114.0,0.0,0.0,0.0,-239.0,0.0,482775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.75,51166344.74999994,17577500.0,0,6490962.494984999,7387188.874110901,inf
522,0,16993996.0,8286612.0,323081.0,2370,999075,1742204.0,2506295.0,4248499.0,0.0,0.0,0.0,-37.0,0.0,74740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,6030374.717699999,2071653.0,0,765013.336687422,1193411.22882315,inf
523,0,10744056.0,7570940.0,206786.0,721,378038,1268362.0,1417652.0,2686014.0,0.0,0.0,0.0,-14.0,0.0,28280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5509562.3115,1892735.0,0,698943.07483689,754506.3017259,inf
527,0,4142592.0,3113000.0,34000.0,20,27005,212500.0,823148.0,1035648.0,0.0,0.0,0.0,-1.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2265407.925,778250.0,0,287389.64936549996,290915.4391488,inf
528,0,24247932.0,13163308.0,265504.0,1310,675096,1604088.0,4457895.0,6061983.0,0.0,0.0,0.0,-25.0,0.0,50500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,9579268.3143,3290827.0,0,1215225.9783520976,1702822.2393685495,inf
529,0,5208080.0,2684572.0,36487.0,120,81006,228043.0,1073977.0,1302020.0,0.0,0.0,0.0,-3.0,0.0,6060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1953630.1587,671143.0,0,247837.52193268202,365739.82673699997,inf
530,0,15385084.0,11842680.0,265560.0,782,351029,1659746.0,2186525.0,3846271.0,0.0,0.0,0.0,-13.0,0.0,26260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,8618214.302999998,2960670.0,0,1093306.6664785799,1080424.63950135,inf
531,0,10291532.0,6461268.0,86815.0,40,81007,542593.0,2030290.0,2572883.0,0.0,0.0,0.0,-3.0,0.0,6060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4702026.255299999,1615317.0,0,596499.050747358,722727.59453355,inf
580,0,715192.0,496576.0,54419.0,350,216016,131358.0,47440.0,178798.0,0.0,0.0,0.0,-8.0,0.0,16160.0,211.0,2019.0,60.0,3125.0,27.0,2.0,2.0,2.0,2.0,12.0,6.0,3.0,3.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,2940.0,2.0,2.0,1.0,29680.0,112100.0,0.0,0.0,-87.78796762733191,41.8655155699463,813100.0,0.0,0.0,2.0,96.0,2.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,1.0,1.0,0.0,9216.0,9.6,92.16,9765625.0,8643600.0,0.79484621740971,1.0,0.0,0.0,0.0,60.0,55.901699437494706,9.797958971132712,54.2217668469038,2760.0,2.0,361370.76959999994,124144.0,0,45843.49583145599,50224.68897629999,inf
587,0,3866872.0,2704576.0,19100.0,20,27001,52525.0,914193.0,966718.0,0.0,0.0,0.0,-1.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1968187.5695999998,676144.0,0,249684.27507945598,271552.87462829996,inf
590,0,29794332.0,18115744.0,989202.0,8058,4050556,5946170.0,1502413.0,7448583.0,0.0,0.0,0.0,-150.0,0.0,302998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,13183279.802399991,4528936.0,0,1672430.8757324633,2092320.7445785503,inf
591,0,67982664.0,46731336.0,302899.0,580,459062,1925171.0,15070495.0,16995666.0,0.0,0.0,0.0,-17.0,0.0,34337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,34007561.49059999,11682834.0,0,4314199.250697515,4774114.0213821,inf
592,0,70191264.0,40395724.0,485526.0,3213,2160289,2988008.0,14559808.0,17547816.0,0.0,0.0,0.0,-80.0,0.0,161594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29396978.24790001,10098931.0,0,3729300.660528593,4929213.977859599,inf
593,0,6582520.0,5262000.0,223609.0,1020,378046,510458.0,1135172.0,1645630.0,0.0,0.0,0.0,-14.0,0.0,28280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3829288.95,1315500.0,0,485783.596197,462260.5114154999,inf
597,0,70127288.0,42651744.0,920704.0,2462,1161130,2977977.0,14553845.0,17531822.0,0.0,0.0,0.0,-43.0,0.0,86860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,31038740.4024,10662936.0,0,3937574.607448464,4924721.233670699,inf
599,0,9898424.0,7818376.0,630220.0,1370,1107164,197483.0,2277123.0,2474606.0,0.0,0.0,0.0,-41.0,0.0,82820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,5689627.6746000005,1954594.0,0,721786.166799756,695121.4034210996,inf
717,0,0.0,0.0,6300.0,80,27001,15750.0,40435.0,56185.0,0.0,0.0,0.0,-1.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0.0,15782.47044225,inf
791,0,0.0,0.0,14455.0,20,27005,72275.0,79139.0,151414.0,0.0,0.0,0.0,-1.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0.0,42532.472715899996,inf
792,0,0.0,0.0,11220.0,40,27004,70125.0,54047.0,124172.0,0.0,0.0,0.0,-1.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0,0.0,34880.144518199995,inf
